with_gt	judge	method	dataset	subset	seeds	n_preds	n_test	n_missing	n_null_step	step_acc	agent_acc	agent_acc_substring	family	train_seed
True	deepseek-8b	stepfinder.s43	correct-error	musique	17,18,19	312	156.0	0	0.0	0.17521367521367523	0.576923076923077	0.576923076923077	stepfinder	43
True	deepseek-8b	stepfinder.s43	correct-error	wikimqa	17,18,19	733	367.0	0	0.0	0.12443233424159855	0.6121707538601272	0.6121707538601272	stepfinder	43
True	deepseek-8b	stepfinder.s43	traceelephant	captain	2,3,4	85	43.0	0	0.0	0.1627906976744186	0.5348837209302326	0.5348837209302326	stepfinder	43
True	deepseek-8b	stepfinder.s43	traceelephant	magentic	9,10,11	91	46.0	0	0.0	0.014492753623188406	0.4275362318840579	0.4275362318840579	stepfinder	43
True	deepseek-8b	stepfinder.s43	ww	algorithm-generated	38,39,40	126	63.0	0	0.0	0.22751322751322753	0.5026455026455027	0.5026455026455027	stepfinder	43
True	deepseek-8b	stepfinder.s43	ww	hand-crafted	13,14,15	58	29.0	0	0.0	0.034482758620689655	0.28735632183908044	0.28735632183908044	stepfinder	43
True	deepseek-8b	stepfinder.s44	correct-error	arc	17,18,19	304	152.0	0	0.0	0.3684210526315789	0.4583333333333333	0.4583333333333333	stepfinder	44
True	deepseek-8b	stepfinder.s44	correct-error	gaia	17,18,19	50	25.0	0	0.0	0.37333333333333335	0.7066666666666667	0.7066666666666667	stepfinder	44
True	deepseek-8b	stepfinder.s44	correct-error	hotpot	17,18,19	578	289.0	0	0.0	0.1914648212226067	0.6309111880046135	0.6309111880046135	stepfinder	44
True	deepseek-8b	stepfinder.s44	correct-error	math500	17,18,19	157	79.0	0	0.0	0.3924050632911393	0.43881856540084385	0.43881856540084385	stepfinder	44
True	deepseek-8b	stepfinder.s44	correct-error	mmlu_pro	17,18,19	92	46.0	0	0.0	0.5579710144927535	0.6521739130434783	0.6521739130434783	stepfinder	44
True	deepseek-8b	stepfinder.s44	correct-error	musique	17,18,19	312	156.0	0	0.0	0.1581196581196581	0.5641025641025641	0.5641025641025641	stepfinder	44
True	deepseek-8b	stepfinder.s44	correct-error	wikimqa	17,18,19	733	367.0	0	0.0	0.14350590372388738	0.6748410535876476	0.6748410535876476	stepfinder	44
True	deepseek-8b	stepfinder.s44	traceelephant	captain	2,3,4	85	43.0	0	0.0	0.031007751937984496	0.31007751937984496	0.31007751937984496	stepfinder	44
True	deepseek-8b	stepfinder.s44	traceelephant	magentic	9,10,11	91	46.0	0	0.0	0.057971014492753624	0.5217391304347826	0.5217391304347826	stepfinder	44
True	deepseek-8b	stepfinder.s44	ww	algorithm-generated	38,39,40	126	63.0	0	0.0	0.19576719576719573	0.4021164021164021	0.4021164021164021	stepfinder	44
True	deepseek-8b	stepfinder.s44	ww	hand-crafted	13,14,15	58	29.0	0	0.0	0.06896551724137931	0.367816091954023	0.367816091954023	stepfinder	44
True	deepseek-8b	stepfinder.s45	correct-error	arc	17,18,19	304	152.0	0	0.0	0.4298245614035088	0.5175438596491229	0.5175438596491229	stepfinder	45
True	deepseek-8b	stepfinder.s45	correct-error	gaia	17,18,19	50	25.0	0	0.0	0.3066666666666667	0.52	0.52	stepfinder	45
True	deepseek-8b	stepfinder.s45	correct-error	hotpot	17,18,19	578	289.0	0	0.0	0.18569780853517878	0.6724336793540946	0.6724336793540946	stepfinder	45
True	deepseek-8b	stepfinder.s45	correct-error	math500	17,18,19	157	79.0	0	0.0	0.31223628691983124	0.4261603375527426	0.4261603375527426	stepfinder	45
True	deepseek-8b	stepfinder.s45	correct-error	mmlu_pro	17,18,19	92	46.0	0	0.0	0.3768115942028985	0.4492753623188406	0.4492753623188406	stepfinder	45
True	deepseek-8b	stepfinder.s45	correct-error	musique	17,18,19	312	156.0	0	0.0	0.16025641025641027	0.6688034188034188	0.6688034188034188	stepfinder	45
True	deepseek-8b	stepfinder.s45	correct-error	wikimqa	17,18,19	733	367.0	0	0.0	0.13533151680290645	0.6630336058128973	0.6630336058128973	stepfinder	45
True	deepseek-8b	stepfinder.s45	traceelephant	captain	2,3,4	85	43.0	0	0.0	0.18604651162790697	0.5038759689922481	0.5038759689922481	stepfinder	45
True	deepseek-8b	stepfinder.s45	traceelephant	magentic	9,10,11	91	46.0	0	0.0	0.07971014492753624	0.47826086956521735	0.47826086956521735	stepfinder	45
True	deepseek-8b	stepfinder.s45	ww	algorithm-generated	38,39,40	126	63.0	0	0.0	0.13756613756613756	0.36507936507936506	0.36507936507936506	stepfinder	45
True	deepseek-8b	stepfinder.s45	ww	hand-crafted	13,14,15	58	29.0	0	0.0	0.13793103448275862	0.4827586206896552	0.4827586206896552	stepfinder	45
True	deepseek-8b	stepfinder.s46	correct-error	arc	17,18,19	304	152.0	0	0.0	0.49780701754385964	0.6293859649122807	0.6293859649122807	stepfinder	46
True	deepseek-8b	stepfinder.s46	correct-error	gaia	17,18,19	50	25.0	0	0.0	0.3866666666666667	0.7333333333333334	0.7333333333333334	stepfinder	46
True	deepseek-8b	stepfinder.s46	correct-error	hotpot	17,18,19	578	289.0	0	0.0	0.1787773933102653	0.6874279123414072	0.6874279123414072	stepfinder	46
True	deepseek-8b	stepfinder.s46	correct-error	math500	17,18,19	157	79.0	0	0.0	0.32489451476793246	0.3924050632911393	0.3924050632911393	stepfinder	46
True	deepseek-8b	stepfinder.s46	correct-error	mmlu_pro	17,18,19	92	46.0	0	0.0	0.4275362318840579	0.572463768115942	0.572463768115942	stepfinder	46
True	deepseek-8b	stepfinder.s46	correct-error	musique	17,18,19	312	156.0	0	0.0	0.1452991452991453	0.6709401709401709	0.6709401709401709	stepfinder	46
True	deepseek-8b	stepfinder.s46	correct-error	wikimqa	17,18,19	733	367.0	0	0.0	0.12806539509536785	0.6784741144414168	0.6784741144414168	stepfinder	46
True	deepseek-8b	stepfinder.s46	traceelephant	captain	2,3,4	85	43.0	0	0.0	0.15503875968992248	0.5658914728682171	0.5658914728682171	stepfinder	46
True	deepseek-8b	stepfinder.s46	traceelephant	magentic	9,10,11	91	46.0	0	0.0	0.07971014492753624	0.4492753623188406	0.4492753623188406	stepfinder	46
True	deepseek-8b	stepfinder.s46	ww	algorithm-generated	38,39,40	126	63.0	0	0.0	0.1693121693121693	0.37566137566137564	0.37566137566137564	stepfinder	46
True	deepseek-8b	stepfinder.s46	ww	hand-crafted	13,14,15	58	29.0	0	0.0	0.13793103448275862	0.4942528735632184	0.4942528735632184	stepfinder	46
True	qwen3-embedding-0.6b	stepfinder.s42	correct-error	arc	17,18,19	304	152.0	0	0.0	0.3969298245614035	0.5043859649122807	0.5043859649122807	stepfinder	42
True	qwen3-embedding-0.6b	stepfinder.s42	correct-error	gaia	17,18,19	50	25.0	0	0.0	0.3466666666666667	0.6533333333333333	0.6533333333333333	stepfinder	42
True	qwen3-embedding-0.6b	stepfinder.s42	correct-error	hotpot	17,18,19	578	289.0	0	0.0	0.2191464821222607	0.6874279123414072	0.6874279123414072	stepfinder	42
True	qwen3-embedding-0.6b	stepfinder.s42	correct-error	math500	17,18,19	157	79.0	0	0.0	0.3881856540084388	0.47257383966244726	0.47257383966244726	stepfinder	42
True	qwen3-embedding-0.6b	stepfinder.s42	correct-error	mmlu_pro	17,18,19	92	46.0	0	0.0	0.2318840579710145	0.4420289855072464	0.4420289855072464	stepfinder	42
True	qwen3-embedding-0.6b	stepfinder.s42	correct-error	musique	17,18,19	312	156.0	0	0.0	0.1730769230769231	0.6944444444444445	0.6944444444444445	stepfinder	42
True	qwen3-embedding-0.6b	stepfinder.s42	correct-error	wikimqa	17,18,19	733	367.0	0	0.0	0.15349682107175297	0.6657584014532243	0.6657584014532243	stepfinder	42
True	qwen3-embedding-0.6b	stepfinder.s42	traceelephant	captain	2,3,4	85	43.0	0	0.0	0.17054263565891473	0.441860465116279	0.441860465116279	stepfinder	42
True	qwen3-embedding-0.6b	stepfinder.s42	traceelephant	magentic	9,10,11	91	46.0	0	0.0	0.1956521739130435	0.717391304347826	0.717391304347826	stepfinder	42
True	qwen3-embedding-0.6b	stepfinder.s42	ww	algorithm-generated	38,39,40	126	63.0	0	0.0	0.1851851851851852	0.4656084656084656	0.4656084656084656	stepfinder	42
True	qwen3-embedding-0.6b	stepfinder.s42	ww	hand-crafted	13,14,15	58	29.0	0	0.0	0.10344827586206896	0.42528735632183906	0.42528735632183906	stepfinder	42
True	qwen3-embedding-0.6b	stepfinder.s43	correct-error	arc	17,18,19	304	152.0	0	0.0	0.37061403508771934	0.44298245614035087	0.44298245614035087	stepfinder	43
True	qwen3-embedding-0.6b	stepfinder.s43	correct-error	gaia	17,18,19	50	25.0	0	0.0	0.24	0.56	0.56	stepfinder	43
True	qwen3-embedding-0.6b	stepfinder.s43	correct-error	hotpot	17,18,19	578	289.0	0	0.0	0.20645905420991925	0.6505190311418686	0.6505190311418686	stepfinder	43
True	qwen3-embedding-0.6b	stepfinder.s43	correct-error	math500	17,18,19	157	79.0	0	0.0	0.26160337552742613	0.32911392405063294	0.32911392405063294	stepfinder	43
True	qwen3-embedding-0.6b	stepfinder.s43	correct-error	mmlu_pro	17,18,19	92	46.0	0	0.0	0.13768115942028986	0.35507246376811596	0.35507246376811596	stepfinder	43
True	qwen3-embedding-0.6b	stepfinder.s43	correct-error	musique	17,18,19	312	156.0	0	0.0	0.1581196581196581	0.6239316239316239	0.6239316239316239	stepfinder	43
True	qwen3-embedding-0.6b	stepfinder.s43	correct-error	wikimqa	17,18,19	733	367.0	0	0.0	0.11898274296094459	0.623069936421435	0.623069936421435	stepfinder	43
True	qwen3-embedding-0.6b	stepfinder.s43	traceelephant	captain	2,3,4	85	43.0	0	0.0	0.1627906976744186	0.5503875968992248	0.5503875968992248	stepfinder	43
True	qwen3-embedding-0.6b	stepfinder.s43	traceelephant	magentic	9,10,11	91	46.0	0	0.0	0.2246376811594203	0.782608695652174	0.782608695652174	stepfinder	43
True	qwen3-embedding-0.6b	stepfinder.s43	ww	algorithm-generated	38,39,40	126	63.0	0	0.0	0.2751322751322751	0.48148148148148145	0.48148148148148145	stepfinder	43
True	qwen3-embedding-0.6b	stepfinder.s43	ww	hand-crafted	13,14,15	58	29.0	0	0.0	0.08045977011494253	0.4942528735632184	0.4942528735632184	stepfinder	43
True	qwen3-embedding-0.6b	stepfinder.s44	correct-error	arc	17,18,19	304	152.0	0	0.0	0.5833333333333334	0.6600877192982456	0.6600877192982456	stepfinder	44
True	qwen3-embedding-0.6b	stepfinder.s44	correct-error	gaia	17,18,19	50	25.0	0	0.0	0.3333333333333333	0.7200000000000001	0.7200000000000001	stepfinder	44
True	qwen3-embedding-0.6b	stepfinder.s44	correct-error	hotpot	17,18,19	578	289.0	0	0.0	0.328719723183391	0.6528258362168397	0.6528258362168397	stepfinder	44
True	qwen3-embedding-0.6b	stepfinder.s44	correct-error	math500	17,18,19	157	79.0	0	0.0	0.5527426160337553	0.5654008438818565	0.5654008438818565	stepfinder	44
True	qwen3-embedding-0.6b	stepfinder.s44	correct-error	mmlu_pro	17,18,19	92	46.0	0	0.0	0.38405797101449274	0.5434782608695653	0.5434782608695653	stepfinder	44
True	qwen3-embedding-0.6b	stepfinder.s44	correct-error	musique	17,18,19	312	156.0	0	0.0	0.2692307692307692	0.6645299145299145	0.6645299145299145	stepfinder	44
True	qwen3-embedding-0.6b	stepfinder.s44	correct-error	wikimqa	17,18,19	733	367.0	0	0.0	0.2779291553133515	0.6702997275204359	0.6702997275204359	stepfinder	44
True	qwen3-embedding-0.6b	stepfinder.s44	traceelephant	captain	2,3,4	85	43.0	0	0.0	0.13953488372093023	0.44186046511627913	0.44186046511627913	stepfinder	44
True	qwen3-embedding-0.6b	stepfinder.s44	traceelephant	magentic	9,10,11	91	46.0	0	0.0	0.08695652173913043	0.6231884057971014	0.6231884057971014	stepfinder	44
True	qwen3-embedding-0.6b	stepfinder.s44	ww	algorithm-generated	38,39,40	126	63.0	0	0.0	0.23809523809523805	0.42328042328042326	0.42328042328042326	stepfinder	44
True	qwen3-embedding-0.6b	stepfinder.s44	ww	hand-crafted	13,14,15	58	29.0	0	0.0	0.1264367816091954	0.47126436781609193	0.47126436781609193	stepfinder	44
True	qwen3-embedding-0.6b	stepfinder.s45	correct-error	arc	17,18,19	304	152.0	0	0.0	0.40789473684210525	0.49561403508771934	0.49561403508771934	stepfinder	45
True	qwen3-embedding-0.6b	stepfinder.s45	correct-error	gaia	17,18,19	50	25.0	0	0.0	0.3466666666666667	0.6533333333333333	0.6533333333333333	stepfinder	45
True	qwen3-embedding-0.6b	stepfinder.s45	correct-error	hotpot	17,18,19	578	289.0	0	0.0	0.2825836216839677	0.635524798154556	0.635524798154556	stepfinder	45
True	qwen3-embedding-0.6b	stepfinder.s45	correct-error	math500	17,18,19	157	79.0	0	0.0	0.43881856540084385	0.4894514767932489	0.4894514767932489	stepfinder	45
True	qwen3-embedding-0.6b	stepfinder.s45	correct-error	mmlu_pro	17,18,19	92	46.0	0	0.0	0.2246376811594203	0.39855072463768115	0.39855072463768115	stepfinder	45
True	qwen3-embedding-0.6b	stepfinder.s45	correct-error	musique	17,18,19	312	156.0	0	0.0	0.26282051282051283	0.6816239316239315	0.6816239316239315	stepfinder	45
True	qwen3-embedding-0.6b	stepfinder.s45	correct-error	wikimqa	17,18,19	733	367.0	0	0.0	0.2443233424159855	0.662125340599455	0.662125340599455	stepfinder	45
True	qwen3-embedding-0.6b	stepfinder.s45	traceelephant	captain	2,3,4	85	43.0	0	0.0	0.14728682170542637	0.49612403100775193	0.49612403100775193	stepfinder	45
True	qwen3-embedding-0.6b	stepfinder.s45	traceelephant	magentic	9,10,11	91	46.0	0	0.0	0.15217391304347827	0.7028985507246377	0.7028985507246377	stepfinder	45
True	qwen3-embedding-0.6b	stepfinder.s45	ww	algorithm-generated	38,39,40	126	63.0	0	0.0	0.15873015873015872	0.4074074074074074	0.4074074074074074	stepfinder	45
True	qwen3-embedding-0.6b	stepfinder.s45	ww	hand-crafted	13,14,15	58	29.0	0	0.0	0.08045977011494253	0.367816091954023	0.367816091954023	stepfinder	45
True	qwen3-embedding-0.6b	stepfinder.s46	correct-error	arc	17,18,19	304	152.0	0	0.0	0.5	0.581140350877193	0.581140350877193	stepfinder	46
True	qwen3-embedding-0.6b	stepfinder.s46	correct-error	gaia	17,18,19	50	25.0	0	0.0	0.2933333333333334	0.7333333333333334	0.7333333333333334	stepfinder	46
True	qwen3-embedding-0.6b	stepfinder.s46	correct-error	hotpot	17,18,19	578	289.0	0	0.0	0.22606689734717414	0.6678200692041522	0.6678200692041522	stepfinder	46
True	qwen3-embedding-0.6b	stepfinder.s46	correct-error	math500	17,18,19	157	79.0	0	0.0	0.5654008438818565	0.5780590717299577	0.5780590717299577	stepfinder	46
True	qwen3-embedding-0.6b	stepfinder.s46	correct-error	mmlu_pro	17,18,19	92	46.0	0	0.0	0.26811594202898553	0.4492753623188406	0.4492753623188406	stepfinder	46
True	qwen3-embedding-0.6b	stepfinder.s46	correct-error	musique	17,18,19	312	156.0	0	0.0	0.1623931623931624	0.69017094017094	0.69017094017094	stepfinder	46
True	qwen3-embedding-0.6b	stepfinder.s46	correct-error	wikimqa	17,18,19	733	367.0	0	0.0	0.16621253405994552	0.6348773841961853	0.6348773841961853	stepfinder	46
True	qwen3-embedding-0.6b	stepfinder.s46	traceelephant	captain	2,3,4	85	43.0	0	0.0	0.1317829457364341	0.5038759689922481	0.5038759689922481	stepfinder	46
True	qwen3-embedding-0.6b	stepfinder.s46	traceelephant	magentic	9,10,11	91	46.0	0	0.0	0.2028985507246377	0.746376811594203	0.746376811594203	stepfinder	46
True	qwen3-embedding-0.6b	stepfinder.s46	ww	algorithm-generated	38,39,40	126	63.0	0	0.0	0.2328042328042328	0.4021164021164021	0.4021164021164021	stepfinder	46
True	qwen3-embedding-0.6b	stepfinder.s46	ww	hand-crafted	13,14,15	58	29.0	0	0.0	0.1264367816091954	0.41379310344827586	0.41379310344827586	stepfinder	46
True	qwen3.5-9b	oat.s42	correct-error	arc	17,18,19	304	152.0	0	0.0	0.831140350877193	0.8421052631578947	0.8421052631578947	oat	42
True	qwen3.5-9b	oat.s42	correct-error	gaia	17,18,19	50	25.0	0	0.0	0.5466666666666667	0.6933333333333334	0.6933333333333334	oat	42
True	qwen3.5-9b	oat.s42	correct-error	hotpot	17,18,19	578	289.0	0	0.0	0.46251441753171857	0.7035755478662052	0.7035755478662052	oat	42
True	qwen3.5-9b	oat.s42	correct-error	math500	17,18,19	157	79.0	0	0.0	0.5147679324894515	0.5189873417721519	0.5189873417721519	oat	42
True	qwen3.5-9b	oat.s42	correct-error	mmlu_pro	17,18,19	92	46.0	0	0.0	0.7246376811594203	0.7898550724637682	0.7898550724637682	oat	42
True	qwen3.5-9b	oat.s42	correct-error	musique	17,18,19	312	156.0	0	0.0	0.4188034188034188	0.69017094017094	0.69017094017094	oat	42
True	qwen3.5-9b	oat.s42	correct-error	wikimqa	17,18,19	733	367.0	0	0.0	0.4359673024523161	0.6385104450499547	0.6385104450499547	oat	42
True	qwen3.5-9b	oat.s42	traceelephant	captain	2,3,4	85	43.0	0	0.0	0.18604651162790697	0.5116279069767442	0.5116279069767442	oat	42
True	qwen3.5-9b	oat.s42	traceelephant	magentic	9,10,11	91	46.0	0	0.0	0.18840579710144925	0.6811594202898551	0.6811594202898551	oat	42
True	qwen3.5-9b	oat.s42	ww	algorithm-generated	38,39,40	126	63.0	0	0.0	0.21164021164021163	0.45502645502645506	0.45502645502645506	oat	42
True	qwen3.5-9b	oat.s42	ww	hand-crafted	13,14,15	58	29.0	0	0.0	0.08045977011494253	0.5632183908045977	0.5632183908045977	oat	42
True	qwen3.5-9b	oat.s43	correct-error	arc	17,18,19	304	152.0	0	0.0	0.8355263157894738	0.8596491228070176	0.8596491228070176	oat	43
True	qwen3.5-9b	oat.s43	correct-error	gaia	17,18,19	50	25.0	0	0.0	0.5866666666666667	0.7066666666666667	0.7066666666666667	oat	43
True	qwen3.5-9b	oat.s43	correct-error	hotpot	17,18,19	578	289.0	0	0.0	0.4567474048442907	0.7151095732410612	0.7151095732410612	oat	43
True	qwen3.5-9b	oat.s43	correct-error	math500	17,18,19	157	79.0	0	0.0	0.5063291139240507	0.5189873417721519	0.5189873417721519	oat	43
True	qwen3.5-9b	oat.s43	correct-error	mmlu_pro	17,18,19	92	46.0	0	0.0	0.7173913043478262	0.7826086956521738	0.7826086956521738	oat	43
True	qwen3.5-9b	oat.s43	correct-error	musique	17,18,19	312	156.0	0	0.0	0.4316239316239316	0.6944444444444445	0.6944444444444445	oat	43
True	qwen3.5-9b	oat.s43	correct-error	wikimqa	17,18,19	733	367.0	0	0.0	0.42325158946412356	0.6339691189827429	0.6339691189827429	oat	43
True	qwen3.5-9b	oat.s43	traceelephant	captain	2,3,4	85	43.0	0	0.0	0.14728682170542637	0.4883720930232558	0.4883720930232558	oat	43
True	qwen3.5-9b	oat.s43	traceelephant	magentic	9,10,11	91	46.0	0	0.0	0.21739130434782608	0.717391304347826	0.717391304347826	oat	43
True	qwen3.5-9b	oat.s43	ww	algorithm-generated	38,39,40	126	63.0	0	0.0	0.20105820105820105	0.4338624338624338	0.4338624338624338	oat	43
True	qwen3.5-9b	oat.s43	ww	hand-crafted	13,14,15	58	29.0	0	0.0	0.08045977011494253	0.47126436781609193	0.47126436781609193	oat	43
True	qwen3.5-9b	oat.s44	correct-error	arc	17,18,19	304	152.0	0	0.0	0.837719298245614	0.8508771929824562	0.8508771929824562	oat	44
True	qwen3.5-9b	oat.s44	correct-error	gaia	17,18,19	50	25.0	0	0.0	0.5733333333333334	0.7333333333333334	0.7333333333333334	oat	44
True	qwen3.5-9b	oat.s44	correct-error	hotpot	17,18,19	578	289.0	0	0.0	0.4359861591695502	0.6989619377162629	0.6989619377162629	oat	44
True	qwen3.5-9b	oat.s44	correct-error	math500	17,18,19	157	79.0	0	0.0	0.510548523206751	0.5358649789029536	0.5358649789029536	oat	44
True	qwen3.5-9b	oat.s44	correct-error	mmlu_pro	17,18,19	92	46.0	0	0.0	0.7173913043478262	0.7971014492753623	0.7971014492753623	oat	44
True	qwen3.5-9b	oat.s44	correct-error	musique	17,18,19	312	156.0	0	0.0	0.4188034188034188	0.6944444444444445	0.6944444444444445	oat	44
True	qwen3.5-9b	oat.s44	correct-error	wikimqa	17,18,19	733	367.0	0	0.0	0.43142597638510444	0.6357856494096276	0.6357856494096276	oat	44
True	qwen3.5-9b	oat.s44	traceelephant	captain	2,3,4	85	43.0	0	0.0	0.18604651162790697	0.49612403100775193	0.49612403100775193	oat	44
True	qwen3.5-9b	oat.s44	traceelephant	magentic	9,10,11	91	46.0	0	0.0	0.18115942028985507	0.717391304347826	0.717391304347826	oat	44
True	qwen3.5-9b	oat.s44	ww	algorithm-generated	38,39,40	126	63.0	0	0.0	0.21164021164021163	0.4603174603174603	0.4603174603174603	oat	44
True	qwen3.5-9b	oat.s44	ww	hand-crafted	13,14,15	58	29.0	0	0.0	0.08045977011494253	0.5287356321839081	0.5287356321839081	oat	44
True	qwen3.5-9b	oat.s45	correct-error	arc	17,18,19	304	152.0	0	0.0	0.831140350877193	0.850877192982456	0.850877192982456	oat	45
True	qwen3.5-9b	oat.s45	correct-error	gaia	17,18,19	50	25.0	0	0.0	0.5466666666666667	0.7066666666666667	0.7066666666666667	oat	45
True	qwen3.5-9b	oat.s45	correct-error	hotpot	17,18,19	578	289.0	0	0.0	0.4532871972318339	0.7070357554786622	0.7070357554786622	oat	45
True	qwen3.5-9b	oat.s45	correct-error	math500	17,18,19	157	79.0	0	0.0	0.5274261603375527	0.5569620253164557	0.5569620253164557	oat	45
True	qwen3.5-9b	oat.s45	correct-error	mmlu_pro	17,18,19	92	46.0	0	0.0	0.7028985507246377	0.7681159420289855	0.7681159420289855	oat	45
True	qwen3.5-9b	oat.s45	correct-error	musique	17,18,19	312	156.0	0	0.0	0.42735042735042733	0.7094017094017094	0.7094017094017094	oat	45
True	qwen3.5-9b	oat.s45	correct-error	wikimqa	17,18,19	733	367.0	0	0.0	0.43869209809264303	0.6276112624886466	0.6276112624886466	oat	45
True	qwen3.5-9b	oat.s45	traceelephant	captain	2,3,4	85	43.0	0	0.0	0.186046511627907	0.5116279069767442	0.5116279069767442	oat	45
True	qwen3.5-9b	oat.s45	traceelephant	magentic	9,10,11	91	46.0	0	0.0	0.2028985507246377	0.7101449275362318	0.7101449275362318	oat	45
True	qwen3.5-9b	oat.s45	ww	algorithm-generated	38,39,40	126	63.0	0	0.0	0.22751322751322753	0.45502645502645506	0.45502645502645506	oat	45
True	qwen3.5-9b	oat.s45	ww	hand-crafted	13,14,15	58	29.0	0	0.0	0.08045977011494253	0.5632183908045977	0.5632183908045977	oat	45
True	qwen3.5-9b	oat.s46	correct-error	arc	17,18,19	304	152.0	0	0.0	0.831140350877193	0.8530701754385964	0.8530701754385964	oat	46
True	qwen3.5-9b	oat.s46	correct-error	gaia	17,18,19	50	25.0	0	0.0	0.5866666666666667	0.7200000000000001	0.7200000000000001	oat	46
True	qwen3.5-9b	oat.s46	correct-error	hotpot	17,18,19	578	289.0	0	0.0	0.46943483275663206	0.7035755478662052	0.7035755478662052	oat	46
True	qwen3.5-9b	oat.s46	correct-error	math500	17,18,19	157	79.0	0	0.0	0.48523206751054854	0.5358649789029536	0.5358649789029536	oat	46
True	qwen3.5-9b	oat.s46	correct-error	mmlu_pro	17,18,19	92	46.0	0	0.0	0.7028985507246377	0.7681159420289855	0.7681159420289855	oat	46
True	qwen3.5-9b	oat.s46	correct-error	musique	17,18,19	312	156.0	0	0.0	0.4230769230769231	0.7051282051282052	0.7051282051282052	oat	46
True	qwen3.5-9b	oat.s46	correct-error	wikimqa	17,18,19	733	367.0	0	0.0	0.4287011807447774	0.6366939146230699	0.6366939146230699	oat	46
True	qwen3.5-9b	oat.s46	traceelephant	captain	2,3,4	85	43.0	0	0.0	0.1937984496124031	0.5348837209302325	0.5348837209302325	oat	46
True	qwen3.5-9b	oat.s46	traceelephant	magentic	9,10,11	91	46.0	0	0.0	0.2101449275362319	0.6739130434782609	0.6739130434782609	oat	46
True	qwen3.5-9b	oat.s46	ww	algorithm-generated	38,39,40	126	63.0	0	0.0	0.25396825396825395	0.4708994708994709	0.4708994708994709	oat	46
True	qwen3.5-9b	oat.s46	ww	hand-crafted	13,14,15	58	29.0	0	0.0	0.08045977011494253	0.5172413793103449	0.5172413793103449	oat	46
True	qwen3.5-9b	stepfinder.s42	correct-error	arc	17,18,19	304	152.0	0	0.0	0.36622807017543857	0.4890350877192982	0.4890350877192982	stepfinder	42
True	qwen3.5-9b	stepfinder.s42	correct-error	gaia	17,18,19	50	25.0	0	0.0	0.37333333333333335	0.6266666666666666	0.6266666666666666	stepfinder	42
True	qwen3.5-9b	stepfinder.s42	correct-error	hotpot	17,18,19	578	289.0	0	0.0	0.2710495963091119	0.6839677047289504	0.6839677047289504	stepfinder	42
True	qwen3.5-9b	stepfinder.s42	correct-error	math500	17,18,19	157	79.0	0	0.0	0.28270042194092826	0.3755274261603376	0.3755274261603376	stepfinder	42
True	qwen3.5-9b	stepfinder.s42	correct-error	mmlu_pro	17,18,19	92	46.0	0	0.0	0.3115942028985507	0.49275362318840576	0.49275362318840576	stepfinder	42
True	qwen3.5-9b	stepfinder.s42	correct-error	musique	17,18,19	312	156.0	0	0.0	0.22435897435897437	0.6858974358974358	0.6858974358974358	stepfinder	42
True	qwen3.5-9b	stepfinder.s42	correct-error	wikimqa	17,18,19	733	367.0	0	0.0	0.21071752951861944	0.6866485013623979	0.6866485013623979	stepfinder	42
True	qwen3.5-9b	stepfinder.s42	traceelephant	captain	2,3,4	85	43.0	0	0.0	0.11627906976744186	0.40310077519379844	0.40310077519379844	stepfinder	42
True	qwen3.5-9b	stepfinder.s42	traceelephant	magentic	9,10,11	91	46.0	0	0.0	0.09420289855072463	0.6231884057971014	0.6231884057971014	stepfinder	42
True	qwen3.5-9b	stepfinder.s42	ww	algorithm-generated	38,39,40	126	63.0	0	0.0	0.19047619047619047	0.42857142857142855	0.42857142857142855	stepfinder	42
True	qwen3.5-9b	stepfinder.s42	ww	hand-crafted	13,14,15	58	29.0	0	0.0	0.13793103448275865	0.3218390804597701	0.3218390804597701	stepfinder	42
True	qwen3.5-9b	stepfinder.s43	correct-error	arc	17,18,19	304	152.0	0	0.0	0.30701754385964913	0.3991228070175439	0.3991228070175439	stepfinder	43
True	qwen3.5-9b	stepfinder.s43	correct-error	gaia	17,18,19	50	25.0	0	0.0	0.41333333333333333	0.7333333333333334	0.7333333333333334	stepfinder	43
True	qwen3.5-9b	stepfinder.s43	correct-error	hotpot	17,18,19	578	289.0	0	0.0	0.23875432525951557	0.6539792387543253	0.6539792387543253	stepfinder	43
True	qwen3.5-9b	stepfinder.s43	correct-error	math500	17,18,19	157	79.0	0	0.0	0.3375527426160338	0.4430379746835443	0.4430379746835443	stepfinder	43
True	qwen3.5-9b	stepfinder.s43	correct-error	mmlu_pro	17,18,19	92	46.0	0	0.0	0.2826086956521739	0.45652173913043476	0.45652173913043476	stepfinder	43
True	qwen3.5-9b	stepfinder.s43	correct-error	musique	17,18,19	312	156.0	0	0.0	0.1794871794871795	0.5897435897435898	0.5897435897435898	stepfinder	43
True	qwen3.5-9b	stepfinder.s43	correct-error	wikimqa	17,18,19	733	367.0	0	0.0	0.15622161671207993	0.6875567665758401	0.6875567665758401	stepfinder	43
True	qwen3.5-9b	stepfinder.s43	traceelephant	captain	2,3,4	85	43.0	0	0.0	0.17054263565891473	0.48062015503875966	0.48062015503875966	stepfinder	43
True	qwen3.5-9b	stepfinder.s43	traceelephant	magentic	9,10,11	91	46.0	0	0.0	0.07971014492753624	0.5652173913043478	0.5652173913043478	stepfinder	43
